Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,7278.77001953125,7059.4501953125,7185.7099609375,7077.7099609375,0.0,7077.7099609375
2000-01-04,7074.7099609375,6673.35986328125,7074.7099609375,6675.27001953125,0.0,6675.27001953125
2000-01-05,6781.02978515625,6524.27978515625,6674.93017578125,6764.31005859375,0.0,6764.31005859375
2000-01-06,6822.4599609375,6742.91015625,6784.0,6751.64990234375,0.0,6751.64990234375
2000-01-07,7054.2900390625,6768.85986328125,6768.85986328125,7047.08984375,0.0,7047.08984375
2000-01-10,7337.43017578125,7047.919921875,7047.919921875,7333.7001953125,0.0,7333.7001953125
2000-01-11,7363.10986328125,7077.89013671875,7332.33984375,7143.1298828125,0.0,7143.1298828125
2000-01-12,7174.47998046875,7091.06982421875,7153.85986328125,7174.10009765625,0.0,7174.10009765625
2000-01-13,7426.41015625,7174.330078125,7174.330078125,7274.52001953125,0.0,7274.52001953125
2000-01-14,7394.22021484375,7278.60986328125,7278.60986328125,7381.490234375,0.0,7381.490234375
2000-01-17,7447.4599609375,7370.64013671875,7380.6201171875,7447.1201171875,0.0,7447.1201171875
2000-01-18,7446.89013671875,7302.4501953125,7446.89013671875,7303.31982421875,0.0,7303.31982421875
2000-01-19,7310.97998046875,7170.85009765625,7303.009765625,7171.2001953125,0.0,7171.2001953125
2000-01-20,7192.66015625,6991.47998046875,7172.2900390625,7036.7900390625,0.0,7036.7900390625
2000-01-21,7083.2900390625,6862.669921875,7037.259765625,6890.77978515625,0.0,6890.77978515625
2000-01-24,7098.2001953125,6855.35009765625,6890.830078125,6855.35009765625,0.0,6855.35009765625
2000-01-25,6911.669921875,6784.39013671875,6855.83984375,6885.8798828125,0.0,6885.8798828125
2000-01-26,6976.1201171875,6862.31982421875,6885.39013671875,6918.93994140625,0.0,6918.93994140625
2000-01-27,7010.77978515625,6839.18017578125,6920.75,6854.39013671875,0.0,6854.39013671875
2000-01-28,6853.7099609375,6627.669921875,6853.7099609375,6648.47998046875,0.0,6648.47998046875
2000-01-31,6649.97998046875,6510.83984375,6649.97998046875,6585.669921875,0.0,6585.669921875
2000-02-01,6747.35986328125,6566.509765625,6585.759765625,6740.52001953125,0.0,6740.52001953125
2000-02-02,6809.669921875,6688.83984375,6733.77001953125,6769.81005859375,0.0,6769.81005859375
2000-02-03,7095.93017578125,6771.419921875,6771.419921875,7043.10009765625,0.0,7043.10009765625
2000-02-04,7372.16015625,7043.740234375,7043.740234375,7236.5400390625,0.0,7236.5400390625
2000-02-07,7594.22998046875,7237.60986328125,7237.60986328125,7592.56982421875,0.0,7592.56982421875
