Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,3418.7900390625,3311.050048828125,3387.8701171875,3311.050048828125,0.0,3311.050048828125
2000-01-04,3281.5,3157.47998046875,3260.360107421875,3172.2099609375,0.0,3172.2099609375
2000-01-05,3135.72998046875,3051.570068359375,3109.110107421875,3057.530029296875,0.0,3057.530029296875
2000-01-06,3097.31005859375,3032.090087890625,3097.27001953125,3061.090087890625,0.0,3061.090087890625
2000-01-07,3139.260009765625,3098.590087890625,3110.469970703125,3138.550048828125,0.0,3138.550048828125
2000-01-10,3212.97998046875,3173.139892578125,3183.330078125,3203.75,0.0,3203.75
2000-01-11,3207.3701171875,3138.75,3207.0,3148.89990234375,0.0,3148.89990234375
2000-01-12,3131.5,3099.27001953125,3116.18994140625,3110.25,0.0,3110.25
2000-01-13,3140.080078125,3113.27001953125,3139.030029296875,3133.580078125,0.0,3133.580078125
2000-01-14,3164.639892578125,3107.5400390625,3128.260009765625,3128.5,0.0,3128.5
2000-01-17,3137.929931640625,3072.2900390625,3136.199951171875,3074.179931640625,0.0,3074.179931640625
2000-01-18,3062.75,2949.860107421875,3051.260009765625,2972.10009765625,0.0,2972.10009765625
2000-01-19,2988.75,2949.070068359375,2949.070068359375,2977.530029296875,0.0,2977.530029296875
2000-01-20,3015.989990234375,2963.780029296875,2995.3701171875,2971.570068359375,0.0,2971.570068359375
2000-01-21,2974.719970703125,2927.77001953125,2973.969970703125,2930.969970703125,0.0,2930.969970703125
2000-01-24,2974.830078125,2924.139892578125,2960.31005859375,2925.35009765625,0.0,2925.35009765625
2000-01-25,2909.820068359375,2852.889892578125,2901.389892578125,2857.820068359375,0.0,2857.820068359375
2000-01-26,2917.75,2865.840087890625,2911.6298828125,2878.830078125,0.0,2878.830078125
2000-01-27,2922.199951171875,2877.070068359375,2908.530029296875,2891.469970703125,0.0,2891.469970703125
2000-01-28,2905.679931640625,2872.5400390625,2898.0,2884.60009765625,0.0,2884.60009765625
2000-01-31,2875.489990234375,2794.0,2865.330078125,2806.2900390625,0.0,2806.2900390625
2000-02-01,2841.580078125,2786.030029296875,2832.419921875,2786.030029296875,0.0,2786.030029296875
2000-02-02,2848.469970703125,2780.419921875,2800.780029296875,2789.580078125,0.0,2789.580078125
2000-02-03,2889.169921875,2800.570068359375,2803.530029296875,2888.39990234375,0.0,2888.39990234375
2000-02-04,2938.8798828125,2889.14990234375,2897.550048828125,2924.1298828125,0.0,2924.1298828125
2000-02-07,2919.320068359375,2879.39990234375,2914.610107421875,2891.6201171875,0.0,2891.6201171875
2000-02-08,2918.06005859375,2896.449951171875,2900.699951171875,2910.989990234375,0.0,2910.989990234375
2000-02-09,2915.169921875,2806.530029296875,2904.85009765625,2815.06005859375,0.0,2815.06005859375
2000-02-10,2802.97998046875,2730.72998046875,2785.27001953125,2741.6298828125,0.0,2741.6298828125
2000-02-11,2769.929931640625,2644.780029296875,2760.110107421875,2769.489990234375,0.0,2769.489990234375
2000-02-14,2861.6201171875,2773.760009765625,2773.889892578125,2839.909912109375,0.0,2839.909912109375
2000-02-15,2878.489990234375,2828.860107421875,2845.4599609375,2832.35009765625,0.0,2832.35009765625
2000-02-16,2856.60009765625,2822.72998046875,2849.159912109375,2830.280029296875,0.0,2830.280029296875
2000-02-17,2843.219970703125,2792.3798828125,2838.030029296875,2820.68994140625,0.0,2820.68994140625
2000-02-18,2841.0,2791.139892578125,2821.1298828125,2800.10009765625,0.0,2800.10009765625
2000-02-21,2819.389892578125,2755.1298828125,2783.5400390625,2780.47998046875,0.0,2780.47998046875
2000-02-22,2802.820068359375,2681.419921875,2786.0400390625,2721.340087890625,0.0,2721.340087890625
2000-02-23,2748.280029296875,2659.909912109375,2723.31005859375,2730.0,0.0,2730.0
2000-02-24,2803.02001953125,2757.93994140625,2772.590087890625,2765.7900390625,0.0,2765.7900390625
2000-02-25,2774.679931640625,2727.1298828125,2772.52001953125,2761.4599609375,0.0,2761.4599609375
2000-02-28,2768.570068359375,2703.510009765625,2756.3798828125,2727.489990234375,0.0,2727.489990234375
2000-02-29,2746.47998046875,2685.22998046875,2724.760009765625,2746.080078125,0.0,2746.080078125
2000-03-01,2792.0,2727.169921875,2753.2099609375,2756.030029296875,0.0,2756.030029296875
2000-03-02,2793.469970703125,2752.219970703125,2756.47998046875,2777.179931640625,0.0,2777.179931640625
2000-03-03,2781.239990234375,2740.090087890625,2769.7900390625,2746.840087890625,0.0,2746.840087890625
2000-03-06,2756.760009765625,2657.199951171875,2747.909912109375,2733.429931640625,0.0,2733.429931640625
2000-03-07,2743.43994140625,2681.159912109375,2736.919921875,2698.780029296875,0.0,2698.780029296875
2000-03-08,2726.530029296875,2670.889892578125,2687.050048828125,2690.06005859375,0.0,2690.06005859375
2000-03-09,2712.1201171875,2644.590087890625,2706.56005859375,2655.64990234375,0.0,2655.64990234375
2000-03-10,2651.820068359375,2577.64990234375,2647.429931640625,2594.070068359375,0.0,2594.070068359375
2000-03-13,2533.010009765625,2521.0400390625,2521.0400390625,2532.239990234375,0.0,2532.239990234375
2000-03-14,2584.320068359375,2521.110107421875,2539.9599609375,2579.050048828125,0.0,2579.050048828125
2000-03-15,2734.840087890625,2589.1298828125,2589.1298828125,2721.820068359375,0.0,2721.820068359375
2000-03-16,2977.10009765625,2785.0400390625,2785.25,2906.659912109375,0.0,2906.659912109375
2000-03-17,2971.22998046875,2789.389892578125,2955.97998046875,2835.080078125,0.0,2835.080078125
2000-03-20,2873.530029296875,2838.0,2867.169921875,2852.02001953125,0.0,2852.02001953125
2000-03-21,2855.090087890625,2764.8701171875,2846.97998046875,2800.389892578125,0.0,2800.389892578125
2000-03-22,2891.47998046875,2802.550048828125,2810.43994140625,2891.0,0.0,2891.0
2000-03-23,2941.10009765625,2888.699951171875,2908.719970703125,2907.929931640625,0.0,2907.929931640625
2000-03-24,2949.2900390625,2897.18994140625,2921.090087890625,2919.330078125,0.0,2919.330078125
2000-03-27,2923.1201171875,2816.93994140625,2922.090087890625,2821.419921875,0.0,2821.419921875
