Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,506.9800109863281,487.2300109863281,487.2300109863281,504.6600036621094,0.0,504.6600036621094
2000-01-04,504.6600036621094,486.2300109863281,504.6600036621094,487.6099853515625,0.0,487.6099853515625
2000-01-05,487.6099853515625,471.6499938964844,487.6099853515625,476.7900085449219,0.0,476.7900085449219
2000-01-06,479.0199890136719,471.5899963378906,476.7900085449219,472.80999755859375,0.0,472.80999755859375
2000-01-10,499.45001220703125,489.2099914550781,490.0299987792969,498.2300109863281,0.0,498.2300109863281
2000-01-11,501.8599853515625,495.3500061035156,498.2300109863281,496.70001220703125,0.0,496.70001220703125
2000-01-12,499.70001220703125,491.0400085449219,496.70001220703125,498.6000061035156,0.0,498.6000061035156
2000-01-13,506.0799865722656,498.6000061035156,498.6000061035156,504.25,0.0,504.25
2000-01-17,520.2999877929688,511.25,514.969970703125,519.1300048828125,0.0,519.1300048828125
2000-01-18,522.8699951171875,511.3999938964844,519.1300048828125,512.6799926757812,0.0,512.6799926757812
2000-01-19,518.6900024414062,511.239990234375,512.6799926757812,517.8800048828125,0.0,517.8800048828125
2000-01-20,528.489990234375,517.8800048828125,517.8800048828125,528.1699829101562,0.0,528.1699829101562
2000-01-24,529.1400146484375,526.25,527.3099975585938,527.2000122070312,0.0,527.2000122070312
2000-01-25,527.2000122070312,512.52001953125,527.2000122070312,514.719970703125,0.0,514.719970703125
2000-01-26,518.1799926757812,513.5,514.719970703125,515.1400146484375,0.0,515.1400146484375
2000-01-27,515.1400146484375,503.7200012207031,515.1400146484375,506.25,0.0,506.25
2000-01-31,495.1400146484375,489.1199951171875,489.1199951171875,490.95001220703125,0.0,490.95001220703125
2000-02-01,500.04998779296875,490.95001220703125,490.95001220703125,499.3900146484375,0.0,499.3900146484375
2000-02-02,513.510009765625,499.3900146484375,499.3900146484375,511.80999755859375,0.0,511.80999755859375
2000-02-03,520.9199829101562,511.80999755859375,511.80999755859375,517.4000244140625,0.0,517.4000244140625
2000-02-07,535.510009765625,525.4000244140625,529.760009765625,534.1099853515625,0.0,534.1099853515625
2000-02-08,542.0499877929688,533.1500244140625,534.1099853515625,540.6599731445312,0.0,540.6599731445312
2000-02-09,547.760009765625,536.1500244140625,540.6599731445312,537.9000244140625,0.0,537.9000244140625
2000-02-10,537.9000244140625,527.0800170898438,537.9000244140625,536.2100219726562,0.0,536.2100219726562
2000-02-14,541.6199951171875,535.1300048828125,535.1300048828125,539.22998046875,0.0,539.22998046875
2000-02-15,542.3900146484375,536.239990234375,539.22998046875,536.3499755859375,0.0,536.3499755859375
2000-02-16,542.7000122070312,530.8800048828125,536.3499755859375,539.3699951171875,0.0,539.3699951171875
2000-02-17,548.8300170898438,539.3699951171875,539.3699951171875,547.47998046875,0.0,547.47998046875
2000-02-21,550.6500244140625,546.3099975585938,549.0800170898438,547.989990234375,0.0,547.989990234375
2000-02-22,549.469970703125,545.2100219726562,547.989990234375,548.0599975585938,0.0,548.0599975585938
2000-02-23,557.0900268554688,547.5900268554688,548.0599975585938,556.4199829101562,0.0,556.4199829101562
2000-02-24,568.6500244140625,556.4199829101562,556.4199829101562,566.7999877929688,0.0,566.7999877929688
2000-02-28,563.739990234375,552.260009765625,559.010009765625,555.77001953125,0.0,555.77001953125
2000-02-29,567.8499755859375,555.77001953125,555.77001953125,564.8099975585938,0.0,564.8099975585938
2000-03-01,576.22998046875,564.8099975585938,564.8099975585938,574.4400024414062,0.0,574.4400024414062
2000-03-02,579.5499877929688,570.6199951171875,574.4400024414062,576.6500244140625,0.0,576.6500244140625
2000-03-06,585.989990234375,576.0,585.989990234375,578.27001953125,0.0,578.27001953125
2000-03-07,578.27001953125,560.6099853515625,578.27001953125,561.530029296875,0.0,561.530029296875
2000-03-08,565.219970703125,553.5800170898438,561.530029296875,564.219970703125,0.0,564.219970703125
2000-03-09,575.9299926757812,564.219970703125,564.219970703125,573.02001953125,0.0,573.02001953125
2000-03-13,574.2100219726562,554.3800048828125,574.2100219726562,554.9299926757812,0.0,554.9299926757812
2000-03-14,561.8900146484375,554.9299926757812,554.9299926757812,557.1400146484375,0.0,557.1400146484375
2000-03-15,557.1400146484375,544.6199951171875,557.1400146484375,550.239990234375,0.0,550.239990234375
2000-03-16,559.3800048828125,550.239990234375,550.239990234375,557.8099975585938,0.0,557.8099975585938
2000-03-20,555.739990234375,549.489990234375,552.6099853515625,552.8400268554688,0.0,552.8400268554688
2000-03-21,552.8400268554688,552.8400268554688,552.8400268554688,552.8400268554688,0.0,552.8400268554688
2000-03-22,553.9600219726562,539.8099975585938,552.8400268554688,540.5700073242188,0.0,540.5700073242188
