Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,5384.66015625,5209.5400390625,5209.5400390625,5375.10986328125,0.0,5375.10986328125
2000-01-04,5533.97998046875,5376.43017578125,5533.97998046875,5491.009765625,0.0,5491.009765625
2000-01-05,5464.35009765625,5184.47998046875,5265.08984375,5357.0,0.0,5357.0
2000-01-06,5489.85986328125,5391.330078125,5424.2099609375,5421.52978515625,0.0,5421.52978515625
2000-01-07,5463.25,5330.580078125,5358.27978515625,5414.47998046875,0.0,5414.47998046875
2000-01-10,5668.27978515625,5459.97021484375,5617.58984375,5518.39013671875,0.0,5518.39013671875
2000-01-11,5537.68994140625,5221.27978515625,5513.0400390625,5296.2998046875,0.0,5296.2998046875
2000-01-12,5494.2998046875,5267.85009765625,5267.85009765625,5491.2001953125,0.0,5491.2001953125
2000-01-13,5652.22021484375,5430.81005859375,5568.64013671875,5444.81982421875,0.0,5444.81982421875
2000-01-14,5476.3798828125,5344.58984375,5460.31005859375,5471.27001953125,0.0,5471.27001953125
2000-01-17,5664.5,5404.06982421875,5617.7001953125,5404.06982421875,0.0,5404.06982421875
2000-01-18,5465.5400390625,5347.919921875,5414.259765625,5464.509765625,0.0,5464.509765625
2000-01-19,5528.1201171875,5460.68017578125,5496.68017578125,5478.240234375,0.0,5478.240234375
2000-01-20,5516.16015625,5348.56005859375,5508.0400390625,5355.7998046875,0.0,5355.7998046875
2000-01-21,5441.830078125,5330.080078125,5352.6298828125,5423.0498046875,0.0,5423.0498046875
2000-01-24,5583.22021484375,5439.47998046875,5529.3798828125,5458.06005859375,0.0,5458.06005859375
2000-01-25,5430.2900390625,5351.22021484375,5412.490234375,5367.7900390625,0.0,5367.7900390625
2000-01-26,5430.2900390625,5351.22021484375,5412.490234375,5367.7900390625,0.0,5367.7900390625
2000-01-27,5457.2998046875,5362.25,5424.14013671875,5369.10009765625,0.0,5369.10009765625
2000-01-28,5417.52978515625,5331.5400390625,5417.52978515625,5335.7998046875,0.0,5335.7998046875
2000-01-31,5345.2998046875,5186.31982421875,5338.669921875,5205.2900390625,0.0,5205.2900390625
2000-02-01,5232.83984375,5127.7900390625,5217.64990234375,5215.5400390625,0.0,5215.5400390625
2000-02-02,5342.97998046875,5264.6201171875,5264.6201171875,5304.919921875,0.0,5304.919921875
2000-02-03,5381.740234375,5323.31982421875,5366.6201171875,5340.18994140625,0.0,5340.18994140625
2000-02-04,5402.7001953125,5313.58984375,5394.0,5313.58984375,0.0,5313.58984375
2000-02-07,5518.2900390625,5431.5498046875,5431.5498046875,5474.0,0.0,5474.0
2000-02-08,5647.64013671875,5585.3798828125,5585.3798828125,5610.56005859375,0.0,5610.56005859375
2000-02-09,5756.8701171875,5635.68994140625,5704.009765625,5649.10009765625,0.0,5649.10009765625
2000-02-10,5789.0400390625,5715.0498046875,5765.27978515625,5789.0400390625,0.0,5789.0400390625
2000-02-11,6005.85009765625,5917.0400390625,5985.0498046875,5933.56005859375,0.0,5933.56005859375
2000-02-14,6150.68994140625,5923.169921875,6130.22998046875,5924.31005859375,0.0,5924.31005859375
2000-02-15,5941.8798828125,5774.31982421875,5797.31005859375,5803.18994140625,0.0,5803.18994140625
2000-02-16,5864.97021484375,5711.75,5782.2001953125,5725.5,0.0,5725.5
2000-02-17,5877.0400390625,5799.7900390625,5810.240234375,5835.14990234375,0.0,5835.14990234375
2000-02-18,5894.18994140625,5681.97998046875,5894.18994140625,5721.64990234375,0.0,5721.64990234375
2000-02-21,5941.89990234375,5834.509765625,5874.25,5874.89013671875,0.0,5874.89013671875
2000-02-22,6009.02001953125,5864.7900390625,6000.2998046875,5883.330078125,0.0,5883.330078125
