Date,High,Low,Open,Close,Volume,Adj Close
1999-12-31,8413.7998046875,8379.2001953125,8399.099609375,8413.7998046875,21459900.0,8413.7998046875
2000-01-04,8305.900390625,8157.60009765625,8271.7001953125,8202.599609375,59509800.0,8202.599609375
2000-01-05,8147.2001953125,8018.60009765625,8100.2001953125,8119.39990234375,94545700.0,8119.39990234375
2000-01-06,8186.39990234375,8075.7001953125,8137.0,8114.2001953125,79690100.0,8114.2001953125
2000-01-07,8430.0,8193.400390625,8193.400390625,8429.400390625,87693100.0,8429.400390625
2000-01-10,8610.7998046875,8509.099609375,8544.2998046875,8602.5,83317000.0,8602.5
2000-01-11,8634.7001953125,8442.599609375,8581.599609375,8442.599609375,87836900.0,8442.599609375
2000-01-12,8444.2998046875,8327.5,8444.2998046875,8360.0,85409000.0,8360.0
2000-01-13,8450.7001953125,8383.2998046875,8423.7001953125,8417.900390625,91300500.0,8417.900390625
2000-01-14,8531.2001953125,8357.5,8531.2001953125,8357.5,1674400.0,8357.5
2000-01-17,8494.5,8357.5,8357.5,8479.2998046875,1141700.0,8479.2998046875
2000-01-18,8595.099609375,8432.2001953125,8432.2001953125,8589.7001953125,89196200.0,8589.7001953125
2000-01-19,8689.099609375,8624.400390625,8624.400390625,8635.099609375,86112400.0,8635.099609375
2000-01-20,8740.900390625,8677.400390625,8697.7001953125,8682.900390625,86720300.0,8682.900390625
2000-01-21,8755.599609375,8634.5,8755.599609375,8634.900390625,89580000.0,8634.900390625
2000-01-24,8752.099609375,8453.599609375,8752.099609375,8458.7998046875,91735200.0,8458.7998046875
2000-01-25,8537.599609375,8414.7001953125,8467.7998046875,8505.5,88278800.0,8505.5
2000-01-26,8657.599609375,8572.7998046875,8632.5,8582.599609375,82693600.0,8582.599609375
2000-01-27,8754.2998046875,8562.7001953125,8675.900390625,8645.7998046875,15754600.0,8645.7998046875
2000-01-28,8625.2001953125,8389.2998046875,8588.0,8390.400390625,94340200.0,8390.400390625
2000-01-31,8512.2001953125,8304.7001953125,8428.099609375,8481.099609375,4751700.0,8481.099609375
2000-02-01,8546.900390625,8438.400390625,8496.2998046875,8535.2998046875,79829500.0,8535.2998046875
2000-02-02,8796.0,8629.5,8643.2998046875,8769.5,21086000.0,8769.5
2000-02-03,8912.2998046875,8770.5,8828.2998046875,8894.400390625,99696900.0,8894.400390625
2000-02-04,9269.2998046875,9014.0,9014.0,9209.2001953125,95752000.0,9209.2001953125
2000-02-07,9207.5,9117.900390625,9207.5,9156.0,8368700.0,9156.0
2000-02-08,9309.400390625,9241.900390625,9302.2001953125,9300.7998046875,132600.0,9300.7998046875
2000-02-09,9427.900390625,9255.2001953125,9404.0,9255.2001953125,1613200.0,9255.2001953125
2000-02-10,9343.0,9269.7998046875,9309.599609375,9321.0,88179400.0,9321.0
2000-02-11,9295.5,9150.900390625,9295.5,9156.7001953125,97687500.0,9156.7001953125
2000-02-14,9314.5,9215.099609375,9301.400390625,9314.5,83054400.0,9314.5
2000-02-15,9414.5,9239.5,9338.900390625,9356.099609375,207400.0,9356.099609375
2000-02-16,9496.099609375,9295.599609375,9295.599609375,9428.599609375,15764500.0,9428.599609375
2000-02-17,9557.599609375,9460.900390625,9531.0,9463.5,18981100.0,9463.5
2000-02-18,9506.2001953125,9295.5,9506.2001953125,9295.5,93342900.0,9295.5
2000-02-21,9295.5,9228.900390625,9295.5,9231.2001953125,1969100.0,9231.2001953125
2000-02-22,9296.7998046875,9149.2001953125,9287.599609375,9194.900390625,92223500.0,9194.900390625
2000-02-23,9336.0,9209.400390625,9247.5,9315.0,506100.0,9315.0
2000-02-24,9391.7001953125,9212.7001953125,9391.7001953125,9214.2001953125,11748100.0,9214.2001953125
2000-02-25,9232.7001953125,9133.2001953125,9193.7001953125,9141.2001953125,15763600.0,9141.2001953125
2000-02-28,9223.400390625,9051.2998046875,9199.2001953125,9223.400390625,81020900.0,9223.400390625
2000-02-29,9338.400390625,9129.0,9338.400390625,9129.0,250100.0,9129.0
2000-03-01,9451.599609375,9304.7998046875,9317.900390625,9411.599609375,11565000.0,9411.599609375
2000-03-02,9542.400390625,9446.900390625,9446.900390625,9516.099609375,24775200.0,9516.099609375
2000-03-03,9573.099609375,9462.900390625,9573.099609375,9462.900390625,4265100.0,9462.900390625
2000-03-06,9633.5,9521.099609375,9521.099609375,9580.900390625,20861000.0,9580.900390625
2000-03-07,9662.099609375,9394.2001953125,9595.7001953125,9425.5,78100000.0,9425.5
2000-03-08,9415.900390625,9277.400390625,9414.900390625,9281.099609375,6219800.0,9281.099609375
2000-03-09,9413.7001953125,9282.900390625,9330.2998046875,9413.7001953125,94323500.0,9413.7001953125
2000-03-10,9554.7001953125,9478.0,9479.5,9487.099609375,80959900.0,9487.099609375
2000-03-13,9500.7998046875,9292.099609375,9292.099609375,9461.599609375,67158700.0,9461.599609375
2000-03-14,9580.0,9393.7998046875,9580.0,9393.7998046875,41439400.0,9393.7998046875
2000-03-15,9392.2998046875,9191.900390625,9392.2998046875,9293.599609375,11607300.0,9293.599609375
