Date,US,Canada,Germany,Netherlands,France,Spain,Switzerland,Belgium,Brasil,Mexico,Argentina,Israel,Australia,Indonesia,HongKong,Korea,Japan,India,China,Taiwan
2000-01-05 00:00:00,0.13785177801363468,-0.9250436914195214,-0.892566310815814,-1.1315445609395516,-2.4224674999721043,-2.1246262721409646,-1.0583170407107243,-2.9289233010219506,1.3484530033122963,1.0172268331694214,0.7455120106119065,-1.7888118593532196,-0.710155456008948,-2.4597258350311773,-5.14774286139581,-4.832039946989232,-1.665736740699534,-1.7286649034329409,0.14240353413731796,0.7912309994108666
2000-01-06 00:00:00,0.05994712769394157,-0.07213106269999732,-0.295022015729009,-0.9356850801246267,-0.38224703025841583,-2.1246262721409646,1.1903003017073694,0.0887177391831735,-0.4936833483367596,-0.17676441902509274,-0.3782565435606595,-0.6834258906424125,0.4640163309002807,1.1228146397563374,-3.0924845606750293,-1.7885534637320226,-1.3860757217263115,0.7928923571202291,2.4634309917711286,0.6037253210591673
2000-01-07 00:00:00,2.140495694114379,3.387147786330491,3.130638316728907,2.354446302407563,1.1403907006367047,1.4930568563267472,1.9762476242028535,1.9815498846489412,0.6753018310809061,3.3522571533198704,-0.5606779643686783,-0.6834258906424125,0.4640163309002807,1.1228146397563374,1.1364184546059592,-0.874207263129326,0.08841989992080791,-0.11965150785874411,2.3043248913309617,-0.6242144641196892
2000-01-10 00:00:00,0.8810845951257665,1.799673131407674,1.4242969908820045,1.1430307866534932,1.333761883429771,0.4386676387452497,0.04721934032157152,1.6297137371770636,2.363903091980688,3.1183854850362076,-0.21219336161389302,4.093714387754405,1.9729476324312258,1.1228146397563374,1.9509240590679524,2.687889995261052,0.08841989992080791,1.2765151436173594,1.208725865491848,2.1185880066679794
2000-01-11 00:00:00,-1.0785183421301046,-1.689885268413601,-0.34782362743502415,-0.6906456265563874,-0.40387909478731404,-0.9880591456864695,-0.39307019719468733,-1.3756257747208869,-1.507107086645823,-2.1074730272463875,0.03397699404060276,-0.26611316568232374,-1.9572054944276291,0.7854674278884289,0.05693479975794676,-0.4196041634761477,2.3988953116394716,-2.853935683425346,-2.842927234579384,-1.4827492278021732
2000-01-12 00:00:00,-0.3720076796109639,-0.8926352622702723,0.20202996644350132,-1.1878283671504106,-0.39588011606008744,-1.0007713732046744,0.22721189109881457,-0.9848594039369042,0.1289749493999548,0.31267931632532014,-0.2208331980292426,0.27595987741551675,-0.304395258311486,-0.6685872333219677,-0.6503855736960634,-1.8543999063516923,-0.6313615654266684,2.453987024885884,-1.887741703935339,1.8107245595216381
2000-01-13 00:00:00,0.9592559516416211,0.601200927688925,0.4129945846677682,0.42869971309572746,0.6324310986325561,0.5062458795213195,-0.04779176482960959,0.589954859966587,2.2177460756543717,1.068533529776964,3.242117614237529,0.8617954526645457,1.1490043494841025,0.126574684036885,-0.3571407519056266,-0.2943527676837823,0.5575572380100602,-0.6132811639024538,-0.6334251726053352,-0.32058785542994905
2000-01-14 00:00:00,0.839670031591795,-0.6577877327659922,2.081212887718926,1.492009577236808,1.892270425163909,1.5620585106439642,0.8905405855555455,-0.13262522288854994,1.1282611371092193,1.123576138942462,0.4154854373621941,0.8617954526645457,1.1490043494841025,-0.11018057275567973,-0.4099638534137749,-0.22832849164340738,0.43653740800153457,0.3029194209173458,-0.7330889495520062,-0.710405365125066
2000-01-18 00:00:00,-0.5705394965035397,1.1398531929528049,-1.7834239057361867,-1.5275253703700649,-2.0718484062104956,-1.3379316836390565,-1.2061713943765229,-2.6864846450559363,-0.4832359547834302,-1.568204897498055,0.7211831052813217,-1.0073975151328995,-1.500900980000055,-1.965582190685399,0.9409530216856573,-0.13287138662910306,-0.8488881823878813,0.7343363330489644,-0.3190727111909474,-0.5415967106287232
2000-01-19 00:00:00,0.02498992126349831,0.45563705016983025,0.17128620584348273,-0.5778946478915278,-0.2934771036757979,0.33873633263507236,-0.8147550095296426,0.14127917881441882,-1.381903627001126,-1.470121451444161,0.2254888069597885,0.769298346903905,1.0130162343876743,-3.381640975838606,-2.287513972326885,-3.0292161563901683,-1.067620038274211,0.14229958009131444,0.6328653618611866,-0.8217025836552732
2000-01-20 00:00:00,-0.5919381415818016,0.47786168454541605,0.19662733927775625,0.24532235210460382,0.742261521969174,-0.4473318136091006,-1.0339709748179027,-0.16290609330879088,-0.9604363510256889,-1.5226166167177286,-0.2388515297282235,1.5228497160571468,-1.1115810078025028,1.5826796549937157,-0.2755775434206736,0.4988784078308184,0.388730997221204,-1.5840216475615918,1.1666239236383589,-0.13005127140648493
2000-01-21 00:00:00,-0.2525856321100085,-0.5098083963628239,-1.1668361108845242,-0.37593215157254306,-0.3524534345853224,-0.4827185810764371,-0.19230787795020965,-1.0966358534296616,-0.4841465358140481,-1.6842149926175698,-0.6947518228219226,1.5228497160571468,-1.1115810078025028,-0.650036120858862,-0.4904427974795959,-1.5145910903275819,-0.46965709143223755,0.8275650485525321,-0.09118884698606396,0.9680023377041359
2000-01-24 00:00:00,-2.2791554494363844,-1.8543472729021384,-0.6039848015023344,0.4546979490042005,0.11534333190190671,-0.08566418178568655,-1.3235840485885906,-0.1562010108014398,-0.22169368173722132,-0.4358292271854679,-0.17511941899316852,-0.16880777730574958,-0.6076452552770856,-0.9438764780305492,0.26586173973054794,0.10487269027376275,0.6324959980250263,0.4121470250378326,0.5343692237342672,1.0533445318695351
