Date,Price,LogReturn,LogReturnNorm
2000-01-04,487.6099853515625,-0.03436906648985172,-2.7268769276742195
2000-01-05,476.7900085449219,-0.02243971567052583,-1.7888118593532196
2000-01-06,472.80999755859375,-0.008382549001785478,-0.6834258906424125
2000-01-10,498.2300109863281,0.05236822854942247,4.093714387754405
2000-01-11,496.70001220703125,-0.003075593156677492,-0.26611316568232374
2000-01-12,498.6000061035156,0.0038179366411945637,0.27595987741551675
2000-01-13,504.25,0.011267993503556895,0.8617954526645457
2000-01-17,519.1300048828125,0.029082166067593285,2.2626137584094677
2000-01-18,512.6799926757812,-0.012502488326433081,-1.0073975151328995
2000-01-19,517.8800048828125,0.010091710043427682,0.769298346903905
2000-01-20,528.1699829101562,0.019674604606490398,1.5228497160571468
2000-01-24,527.2000122070312,-0.0018381628826427132,-0.16880777730574958
2000-01-25,514.719970703125,-0.023956999770124554,-1.9081235665960514
2000-01-26,515.1400146484375,0.0008157302440707781,0.039881234773099156
2000-01-27,506.25,-0.017408118395954908,-1.3931519686668252
2000-01-31,490.95001220703125,-0.030688303941346362,-2.437439989836544
2000-02-01,499.3900146484375,0.017045068469612623,1.3160760170309849
2000-02-02,511.80999755859375,0.02456607469802652,1.9074906990495684
2000-02-03,517.4000244140625,0.010862859290936555,0.8299377046112992
2000-02-07,534.1099853515625,0.03178546589215525,2.475187868520446
2000-02-08,540.6599731445312,0.012188782973226786,0.9342017763494714
2000-02-09,537.9000244140625,-0.005117851136429152,-0.42670621892720323
2000-02-10,536.2100219726562,-0.0031467983037174463,-0.2717123858020499
2000-02-14,539.22998046875,0.005616243448714364,0.4173698186442808
2000-02-15,536.3499755859375,-0.0053552722873915215,-0.4453758424106168
2000-02-16,539.3699951171875,0.005614895228970518,0.4172638013206831
2000-02-17,547.47998046875,0.014924112914739496,1.1492945762282996
2000-02-21,547.989990234375,0.0009311251172778867,0.04895531610898835
2000-02-22,548.0599975585938,0.00012774476546439928,-0.014218536016374376
2000-02-23,556.4199829101562,0.015138608501399808,1.1661614468738584
2000-02-24,566.7999877929688,0.018483112227384524,1.4291566562303537
2000-02-28,555.77001953125,-0.019651911535905064,-1.569592748806819
2000-02-29,564.8099975585938,0.016134812338336246,1.244497982910966
2000-03-01,574.4400024414062,0.01690627036027692,1.3051616211104715
2000-03-02,576.6500244140625,0.003839881567214043,0.2776855177154409
2000-03-06,578.27001953125,0.0028053823953442247,0.19633762619682124
2000-03-07,561.530029296875,-0.029375668163472923,-2.334220813093361
2000-03-08,564.219970703125,0.004778941196033948,0.3515285162329593
2000-03-09,573.02001953125,0.015476459766730954,1.1927283971710838
2000-03-13,554.9299926757812,-0.03207868773704625,-2.5467728856545353
2000-03-14,557.1400146484375,0.00397461466906357,0.2882802615791911
2000-03-15,550.239990234375,-0.012462052200329587,-1.0042178184360382
2000-03-16,557.8099975585938,0.01366386929250929,1.0501952591327457
2000-03-20,552.8400268554688,-0.008949720915413906,-0.7280254810112093
2000-03-21,552.8400268554688,0.0,-0.02426375171653462
2000-03-22,540.5700073242188,-0.02244452535721564,-1.7891900692945326
2000-03-23,529.4500122070312,-0.02078539702337512,-1.6587244339545062
2000-03-27,535.2000122070312,0.010801776689849163,0.825134471373373
2000-03-28,541.2100219726562,0.011166882560186941,0.8538445888298869
2000-03-29,532.4299926757812,-0.016355994395268247,-1.310418147897015
2000-03-30,516.5499877929688,-0.03027935412368521,-2.405282201499672
2000-04-03,493.8500061035156,-0.04494022595042235,-3.5581405539855084
2000-04-04,498.9100036621094,0.010193886390161389,0.7773329887826792
2000-04-05,477.69000244140625,-0.04346373445604179,-3.442036575191653
2000-04-06,495.54998779296875,0.0367062405721148,2.86213321921551
2000-04-10,516.989990234375,0.042355280852788724,3.3063457700153123
2000-04-11,504.989990234375,-0.023484905311360826,-1.8710003964067126
2000-04-12,506.1000061035156,0.002195682519086972,0.14839384746663176
2000-04-13,501.0199890136719,-0.010088291760099288,-0.8175570534650779
2000-04-17,466.29998779296875,-0.0718168208840515,-5.67158287322777
2000-04-18,471.5899963378906,0.01128077862664778,0.86280081142609
2000-04-19,471.5899963378906,0.0,-0.02426375171653462
2000-04-20,471.5899963378906,0.0,-0.02426375171653462
2000-04-24,481.3699951171875,0.02052623876263393,1.5898180083780549
2000-04-25,481.3699951171875,0.0,-0.02426375171653462
2000-04-26,481.3699951171875,0.0,-0.02426375171653462
2000-04-27,492.2799987792969,0.022411462799379223,1.7380626900555276
2000-05-01,492.1199951171875,-0.00032507855447061473,-0.04982631928853945
2000-05-02,488.8800048828125,-0.00660550869555987,-0.5436882417530746
2000-05-03,480.70001220703125,-0.01687367028021658,-1.3511256156994946
2000-05-04,482.7799987792969,0.004317660521940603,0.3152556885148301
2000-05-08,508.0899963378906,0.05109752921714783,3.9937928854028617
2000-05-09,508.0899963378906,0.0,-0.02426375171653462
2000-05-10,508.0899963378906,0.0,-0.02426375171653462
2000-05-11,508.17999267578125,0.00017711108091145178,-0.010336613456298957
2000-05-15,514.72998046875,0.012806752281692368,0.9827958222741604
2000-05-16,526.239990234375,0.022114910487498918,1.7147432849246063
2000-05-17,521.9199829101562,-0.0082430771949209,-0.6724585184847157
2000-05-18,528.530029296875,0.01258533686927521,0.9653848108015209
2000-05-22,519.3499755859375,-0.01752164089280317,-1.4020788155987987
2000-05-23,509.7099914550781,-0.018736062891729688,-1.4975749471693434
2000-05-24,497.6300048828125,-0.023985080964369132,-1.9103317326393285
2000-05-25,511.5299987792969,0.027549393502954267,2.142084114982491
