Date,Price,LogReturn,LogReturnNorm
2000-01-05,7181.2998046875,-0.012014524849400132,-1.0583170407107243
2000-01-06,7280.60009765625,0.013732891838616368,1.1903003017073694
2000-01-07,7448.0,0.022732250166681567,1.9762476242028535
2000-01-10,7452.7998046875,0.0006442345265238458,0.04721934032157152
2000-01-11,7420.10009765625,-0.004397227162824535,-0.39307019719468733
2000-01-12,7440.2001953125,0.00270520911663219,0.22721189109881457
2000-01-13,7436.89990234375,-0.000443674237750713,-0.04779176482960959
2000-01-14,7513.89990234375,0.010300543358308545,0.8905405855555455
2000-01-17,7507.0,-0.0009187069847911289,-0.0892781355267032
2000-01-18,7404.7998046875,-0.01370750639017082,-1.2061713943765229
2000-01-19,7336.7998046875,-0.009225658559035566,-0.8147550095296426
2000-01-20,7251.2001953125,-0.011735754294965872,-1.0339709748179027
2000-01-21,7236.0,-0.002098431813642776,-0.19230787795020965
2000-01-24,7127.89990234375,-0.015051920344211211,-1.3235840485885906
2000-01-25,6954.7998046875,-0.024584606600463133,-2.1561088760449794
2000-01-26,6963.60009765625,0.0012645554378671875,0.10139426497568022
2000-01-27,7113.39990234375,0.021283719478073948,1.8497420696108895
2000-01-28,7029.60009765625,-0.011850496412671774,-1.0439918292945134
2000-01-31,6894.7001953125,-0.019376790254742815,-1.7012909697279763
2000-02-01,7025.2001953125,0.01875068353024112,1.6285226505801509
2000-02-02,7097.39990234375,0.010224793671026688,0.8839250845688384
2000-02-03,7182.89990234375,0.011974681602218595,1.0367492842563206
2000-02-04,7148.7001953125,-0.004772638325817979,-0.4258562456698843
2000-02-07,7131.2998046875,-0.002437030705451093,-0.22187897432346618
2000-02-08,7130.89990234375,-5.6078634722567244e-05,-0.01394160403970281
2000-02-09,7031.7001953125,-0.01400891484161626,-1.2324945117317114
2000-02-10,6998.0,-0.004804131187283289,-0.42860663400248256
2000-02-11,6973.39990234375,-0.0035214972372461517,-0.316589456552207
2000-02-14,6921.7001953125,-0.007441464292011091,-0.6589347103638065
2000-02-15,6806.39990234375,-0.016798100740167854,-1.476084455480521
2000-02-16,6933.2998046875,0.01847253048901898,1.6042305144052023
2000-02-17,7029.39990234375,0.013765477616146882,1.1931461384512705
2000-02-18,7047.0,0.002500654563647231,0.20934738372372558
2000-02-21,6962.7001953125,-0.012034636138604782,-1.060073434147469
2000-02-22,7037.5,0.010685635259529036,0.924172088785622
2000-02-23,7091.7001953125,0.007672120207997679,0.6609906485417469
2000-02-24,7043.7998046875,-0.006777344129767826,-0.6009346347692414
2000-02-25,6989.10009765625,-0.007795962980161164,-0.6898943948905156
2000-02-28,6917.7998046875,-0.010254034789753064,-0.9045669178442417
2000-02-29,6910.10009765625,-0.0011136481868394554,-0.10630307332878239
2000-03-01,6959.10009765625,0.007066046085796529,0.6080599487948235
2000-03-02,7052.39990234375,0.013317800904149024,1.1540488717004818
2000-03-03,7025.2998046875,-0.003850079444207566,-0.3452857587069521
2000-03-06,7087.7001953125,0.008843023774133485,0.7632499973927558
2000-03-07,7050.2001953125,-0.005304901987924993,-0.47234080432892217
2000-03-08,6945.5,-0.014962045063924734,-1.3157349072026543
2000-03-09,6902.0,-0.006282743179495398,-0.557739300346558
2000-03-10,6907.89990234375,0.0008544453970582566,0.06557783487564768
2000-03-13,6781.39990234375,-0.01848211416171175,-1.6231555900503385
2000-03-14,6838.2001953125,0.008341011758425054,0.7194074271534808
2000-03-15,6856.2998046875,0.002643341474881211,0.22180876060764923
2000-03-16,7131.5,0.039353681836875154,3.4278588659166687
2000-03-17,7100.60009765625,-0.0043422897090970025,-0.38827230571311133
2000-03-20,7166.89990234375,0.009293889176785086,0.8026257443184878
2000-03-21,7266.2998046875,0.01377400381000271,1.193890762566433
2000-03-22,7388.2001953125,0.016636965073113075,1.4439237823799296
2000-03-23,7360.2001953125,-0.0037970265112168278,-0.340652449407047
2000-03-24,7440.39990234375,0.010837464894597915,0.9374319336331942
2000-03-27,7366.0,-0.010049779692650418,-0.8867285630614076
2000-03-28,7372.10009765625,0.0008277997793708636,0.06325077431041434
2000-03-29,7401.5,0.003980064569164554,0.3385497435278995
2000-03-30,7382.7998046875,-0.0025297383754825375,-0.22997547880521113
2000-03-31,7428.10009765625,0.00611717512482457,0.5251915304050467
2000-04-03,7522.7998046875,0.012668264002293483,1.0973224062942388
2000-04-04,7606.39990234375,0.011051602221996859,0.9561333402202261
2000-04-05,7490.39990234375,-0.01536779774002106,-1.3511707924900276
2000-04-06,7476.10009765625,-0.001910908901733066,-0.1759308069247825
2000-04-07,7450.7998046875,-0.0033898957402058727,-0.3050962099823216
2000-04-10,7410.7001953125,-0.005396454824762031,-0.48033645294695054
2000-04-11,7471.5,0.008170854060990607,0.7045469246792614
2000-04-12,7550.60009765625,0.010531261036284434,0.9106900156201344
2000-04-13,7581.2998046875,0.004057619908943266,0.345322938840527
2000-04-14,7494.39990234375,-0.011528601193894872,-1.0158795266059064
2000-04-17,7329.60009765625,-0.02223510447675814,-1.9509181462165344
2000-04-18,7340.2001953125,0.0014451593463302714,0.1171670737820718
2000-04-19,7354.10009765625,0.001891877287452104,0.1561806075181913
2000-04-20,7371.10009765625,0.0023089679362229276,0.1926066799879393
2000-04-25,7433.2001953125,0.008389516649163653,0.7236435390643768
2000-04-26,7437.7998046875,0.0006186012402231711,0.04498069040894971
2000-04-27,7400.7998046875,-0.004987003849034721,-0.44457758144358317
2000-04-28,7427.7998046875,0.003641615600841419,0.30899174052835504
2000-05-02,7527.0,0.013266864367311726,1.1496003951219218
